﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,mavicaste,https://forums.hardwarezone.com.sg/members/mavicaste.55088/,Senior Member,"Jun 6, 2011","CrazyBlue said:
Another sticky (or maybe not so sticky) situation. I've already selected my ancilla 5 room last wednesday, now pending HLE and AHG documentation within 2 weeks.

Here's my big question regarding the additional housing grant (which i intend to ask a HDB officer asap):

circumstances is as follows:

we qualify for AHG, my girl has been working for 2 years now.
as for me, I'm just graduating from university and thus declared myself as student/unemployed.

for whatever reason, there's a meagre amount of $200+ in my CPF coming from my industrial attachment (compulsory internship) in Jan 2010 ending in Aug 2010. The preceding HDB officer then asked for documentation regarding the CPF contribution etc (which I didn't keep record of, the pitiful sum that it is).

Well, the thing is, by including any meagre amount of ""allowance"" as gross salary, the combined average monthly income will exceed $4000 surely.

My question:
Does HDB care what sort of employment is it? Any differentiating factor between ""allowance"" and ""salary""? If no, and HDB does include my meagre intern pay into the overall gross income, is there anyway to circumvent this, eg, talk to MP? The $5000 difference between $10000 and $15000 is a huge amount that can be used to offset the first 5% downpayment, as I'm currently in the phase of graduating and finding a job, which i have not, is substantial!

Any advice, TIA!
Click to expand...
In your case, the consideration period for your AHG application is between March 2010 to February 2011?

I am quite certain the allowance will be included in the consideration as there are records of CPF contribution during your internship period. My only advice is to call up the officer handling your application to clarify this before deciding on any other action.

On a side note, who is your MP?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,KopRulez,https://forums.hardwarezone.com.sg/members/koprulez.97278/,Arch-Supremacy Member,"Jun 6, 2011","Hey experts, require your advise on the below.

A cousin of mine wish to sell his 5 rm HDB while waiting for his BTO in the next couple of years. I understand that he has taken the HDB grant before. With all these recent HDB rules, does he need to repay the grant in cash to CPF, on top of the 50% cash profits towards the financing of his BTO?

What is he intends to take a bank loan instead? He can keep the cash proceeds while only pay the 10% cash downpayment?

I understand that the old ruling got this downgrading levy thingy, does it applies to my cousin as well?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,CrazyBlue,https://forums.hardwarezone.com.sg/members/crazyblue.263483/,Senior Member,"Jun 6, 2011","mavicaste said:
In your case, the consideration period for your AHG application is between March 2010 to February 2011?

I am quite certain the allowance will be included in the consideration as there are records of CPF contribution during your internship period. My only advice is to call up the officer handling your application to clarify this before deciding on any other action.

On a side note, who is your MP?

Thanks!

well the officer wasn't sure either as she said she wasn't from the loan department.

Anyway, I'm in under AMK GRC, not too sure who's in charge of my sector though"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,rockboi84,https://forums.hardwarezone.com.sg/members/rockboi84.184287/,Member,"Jun 13, 2011","Some Questions, need experts to help.

1) Can i say the only grant BTO can get is the AHG ?

2) The Family Housing Grant (live near parents) is only for resale flats ?

3) Under sale of balance flat, will those repurchased flats from hdb qualify for both Family housing Grant and AHG ?

4) I have been working freelance for the last year till now and file my income tax for the year assessment 2011 (which is 2010 total income) but i have yet to receive my income tax from IRAS which is still processing. That will be the only income proof i can provided for the application of AHG and HLE.

Will it affect the total grant i can get from AHG ? Will they consider my income source to be invalid as i am freelance and no document to proof ?
If they consider my income to be invalid, can i say that we (me and my gf) will be getting a higher amount of AHG based only on her income."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,junhaoqjh,https://forums.hardwarezone.com.sg/members/junhaoqjh.495811/,Junior Member,"Aug 9, 2011",haha just looking around
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,lanzhu60,https://forums.hardwarezone.com.sg/members/lanzhu60.199298/,Senior Member,"Sep 19, 2011","resales with foreign spouse

hi, for resales flat with foreign spouse, got some queries below,

1)for resales, how many percent downpayment and hw much in cash and cpf?
2)wat grant is available for this situation
3)for cov, only payable in cash,so will this cov be consider inside the downpayment?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,SmallIsland,https://forums.hardwarezone.com.sg/members/smallisland.244583/,Member,"Jan 27, 2010","lancelot77 said:
Hi all,

just need some confirmation here. If me and my spouse's combined income is more than $5k, then we not eligible for $30k 1st timer grant liao right?

We applying for a new flat under the BTO scheme.
BTO is brand new flat. Brand new flat there never was any 1st timer grant, or 1st timer near parent grant at all.

If it's AHG for hdb flat, whether resale or BTO, then you combined salary must be below $5k.r

If $4500 - $5000, the AHG also around $5k only.
Pro rated, depends on your salary.

Do a search on AHG, don't be lazy."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,MESSY7,https://forums.hardwarezone.com.sg/members/messy7.215909/,Senior Member,"Jan 27, 2010",Ahh guys there use to be lots of resale flats to apply on the hdb web (about a year ago) but now all I see is only BTO and BTO. Did they stop showing the re-sale flats available on the hdb web already?
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,vinz,https://forums.hardwarezone.com.sg/members/vinz.18872/,Master Member,"Feb 9, 2010","JUST UPDATED WITH THE NEW HDB URL LINKS:

Please note that there are basically 3 things which you have to take note if you are getting a brand new flat or a resale flat.

1) HDB loan - Can be use for Brand new and Resale flat (if buyer is eligible) , the most important criteria is that combined monthly income must not be more than $8k

Please click :Eligibility Conditions for Housing Loans from HDB



2) CPF 1st timer housing grant - ONLY FOR RESALE FLAT (Brand new flat buyers can stop enquiring about this). The most important criteria is that combined monthly income must not be more than $8k.

Brand new flat no grant. The so called ""cheaper prices than market resale flats"" is the subsidy which HDB is giving to all brand new flat buyer..

Please click : CPF 1st timer grant and Near parent grant



3) AHG (Additional Housing Grant) - Can be use for Brand new and Resale flat (if buyer is eligible) , the most important criteria is that combined monthly income must not be more than $5k for the past 1yr.

Please click : Additional Housing Grant


___________________________________________

Most 1st timer buyers will fit under one of the below:

1) Buy brand new, get HDB loan, (if income more than 5k, but less than 8k) (5yrs MOP)

2) Buy brand new, get HDB loan, get AHG (if income less than 5k) (5yrs MOP)

3) Buy resale flat, get HDB loan, get 1st timer grant (if income more than 5k, but less than 8k) (5yrs MOP)

4) Buy resale flat, get HDB loan, get 1st timer grant, get AHG (if income less than 5k) (5yrs MOP)

5) Buy resale flat, get HDB loan , never apply for 1st timer grant, never apply for AHG (3yrs MOP)

6) Buy resale flat, get bank loan, no 1st timer grant, no AHG (Income above 8k, or PR) (3yr MOP)

___________________________________________

Pls click : Request Eligibility to sell flat in Open market(MOP)

Pls click : Information about Minimum occupation period (MOP)

NOTE : More than 8k monthly income = Not eligible for HDB loan (Bank loan only), not eligible for brand new flat, not eligible for 1st timer grant, and of course not eligible for AHG.

vinz"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,bwaysaikryptonite,https://forums.hardwarezone.com.sg/members/bwaysaikryptonite.313832/,Arch-Supremacy Member,"Feb 12, 2010",i Remember i go see AMK DBSS teh last time lady told mi first time buyer get first time grant of 30K. so who is telling truth ? If parent stay AMK i get 40K in total
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,khaos83,https://forums.hardwarezone.com.sg/members/khaos83.228758/,Member,"Feb 22, 2010","bwaysaikryptonite said:
i Remember i go see AMK DBSS teh last time lady told mi first time buyer get first time grant of 30K. so who is telling truth ? If parent stay AMK i get 40K in total



Quote from HDB Additional CPF Housing Grant
http://www.hdb.gov.sg/fi10/fi10321p.nsf/w/BuyResaleFlatCPFGrantAHG?OpenDocument#Who
Eligible first-timers can use the AHG amount (up to $40,000) to offset the price of a resale or new HDB flat, thereby reducing the loan a flat buyer needs.

Take note of the requirements."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,khaos83,https://forums.hardwarezone.com.sg/members/khaos83.228758/,Member,"Feb 22, 2010","BTW, a big thanks to vinz for the compilation of the grants and loans available."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,IntimacyR,https://forums.hardwarezone.com.sg/members/intimacyr.364849/,Senior Member,"Mar 19, 2010","Need to check, if I am 1st timer buying a resale flat, getting HDB loan (combine less than 8k). I will be able to get 1st timer grant, HDB loan... will i be getting near to parent grant as well?

Me and gf combine income less than 8k but more than 5k."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,spurman,https://forums.hardwarezone.com.sg/members/spurman.94341/,Senior Member,"Mar 20, 2010","Hi all,

Me (citizen) and my Gf (PR), earning combined gross 4.8k, first time buyer, say wan2 get a resale flat worth 330,000.

I intend to loan maybe 85% of the 330,000.
Am I entitled to 30k grant and a 5k (AHU grant)??

And what is the prevailing interest rate for HDB loan?? And our CPF can only utilise the ordinary account?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,RoLanTo,https://forums.hardwarezone.com.sg/members/rolanto.1985/,Master Member,"Mar 23, 2010","Hi Vinz,

saw your earlier post.

4) Buy resale flat, get HDB loan, get 1st timer grant, get AHG (if income less than 5k) (5yrs MOP)

5) Buy resale flat, get bank loan, no 1st timer grant, no AHG (Income above 8k, or PR) (1yr MOP)

if Buy resale, get HDB loan, but dun apply for any grant.. whats the MOP? is it 3 years?

Found the answer:

Resale Flat bought in the open market (without CPF Housing Grant Scheme)

Revised

For resale applications received on or after 5 March 2010, the MOP is 3 years from effective date of resale, regardless of the type of loan taken by the owners or loan status. Existing flat owners of non-subsidised flats will not be affected, i.e. the original MOP of 2.5 or 1 year continues to apply to them."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,himuro_shosuke,https://forums.hardwarezone.com.sg/members/himuro_shosuke.27588/,Senior Member,"Mar 26, 2010",What will happen to the grant when I sell my resale flat next time and decided not to buy a HDB anymore? Will it be returned to me in cash or put in my CPF account? Or do I have to pay back in CASH?
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,vinz,https://forums.hardwarezone.com.sg/members/vinz.18872/,Master Member,"Apr 17, 2010","JUST UPDATED WITH THE NEW HDB URL LINKS:

Please note that there are basically 3 things which you have to take note if you are getting a brand new flat or a resale flat.

1) HDB loan - Can be use for Brand new and Resale flat (if buyer is eligible) , the most important criteria is that combined monthly income must not be more than $8k

Please click :Eligibility Conditions for Housing Loans from HDB



2) CPF 1st timer housing grant - ONLY FOR RESALE FLAT (Brand new flat buyers can stop enquiring about this). The most important criteria is that combined monthly income must not be more than $8k.

Brand new flat no grant. The so called ""cheaper prices than market resale flats"" is the subsidy which HDB is giving to all brand new flat buyer..

Please click : CPF 1st timer grant and Near parent grant



3) AHG (Additional Housing Grant) - Can be use for Brand new and Resale flat (if buyer is eligible) , the most important criteria is that combined monthly income must not be more than $5k for the past 1yr.

Please click : Additional Housing Grant


___________________________________________

Most 1st timer buyers will fit under one of the below:

1) Buy brand new, get HDB loan, (if income more than 5k, but less than 8k) (5yrs MOP)

2) Buy brand new, get HDB loan, get AHG (if income less than 5k) (5yrs MOP)

3) Buy resale flat, get HDB loan, get 1st timer grant (if income more than 5k, but less than 8k) (5yrs MOP)

4) Buy resale flat, get HDB loan, get 1st timer grant, get AHG (if income less than 5k) (5yrs MOP)

5) Buy resale flat, get HDB loan , never apply for 1st timer grant, never apply for AHG (3yrs MOP)

6) Buy resale flat, get bank loan, no 1st timer grant, no AHG (Income above 8k, or PR) (3yr MOP)

___________________________________________

Pls click : Request Eligibility to sell flat in Open market(MOP)

Pls click : Information about Minimum occupation period (MOP)

NOTE : More than 8k monthly income = Not eligible for HDB loan (Bank loan only), not eligible for brand new flat, not eligible for 1st timer grant, and of course not eligible for AHG.

vinz"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,vinz,https://forums.hardwarezone.com.sg/members/vinz.18872/,Master Member,"Apr 17, 2010","himuro_shosuke said:
What will happen to the grant when I sell my resale flat next time and decided not to buy a HDB anymore? Will it be returned to me in cash or put in my CPF account? Or do I have to pay back in CASH?
It's called CPF housing grant.

In the first place, CPF board will put the amount of grant you eligible for into your CPF ordinary account, and then HDB board will do the deduction (wipe out your ordinary to $0 if taking HDB loan) when you buy the resale flat.

When you sell, this grant amount will be return back into your CPF ordinary account, for you to keep or use for the next house etc.

HDB or CPF board won't ever ask you to return this grant in the form of CPF/CASH when you sell."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,KopRulez,https://forums.hardwarezone.com.sg/members/koprulez.97278/,Arch-Supremacy Member,"Apr 24, 2010","xjasonz said:
if you and your fiance decide to get a RESALE, then your are eligible for $30k grant for first timers, $10k grant. if you stay near parents, AHG of up to $40k

total of potential $80k if you decide to get a HDB resale.

if you and yr fiance decide to get a BRAND NEW/DBSS hdb, the grant you are eligible for are only stay near parents which is $10k and AHG of potential $40k.

total potential of up to $50k if you decide to get a brand new/dbss

some T&C for additional housing grant(AHG):

average family income less than $1500 ---- $40,000
$1501 to $2000 - $35000
$2001 to $2500 - $30000
$2501 to $3000 - $25000
$3001 to $3500 - $20000
$3501 to $4000 - $15000
$4001 to $4500 - $10000
$4501 to $5000 - $5000

*At least one of the flat buyers must have
worked continuously for at least 1 year before the Resale Flat Application

*Average monthly household income over the 1-year period must not exceed $5,000
Click to expand...

Hi xjasonz, for for first timers, is referring to never take grant before or first time apply a HDB?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,khimwoon,https://forums.hardwarezone.com.sg/members/khimwoon.69728/,Senior Member,"May 10, 2010",hi need to check... if i and my gf getting married in sep 2010... and we are looking at resale flat now and we recently found a nice unit that we wanted... will we still be eligible for the 40k grant (cos staying near to parents) as technically we only will have our rom cert in sep 2010... as i saw in hdb site stating we must have the rom cert when signing the final sale and considering from finding a unit to signing the final sale usually take abt 2 to 3 months...
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,bo liao,https://forums.hardwarezone.com.sg/members/bo-liao.423999/,Member,"May 11, 2010","Hi, wan to ask ask..

i see post #36 dated 06-07-2009 regarding the working continously for 1 year.

Is it say a must to work 1 year then can order BTO flats?
(I got apply the Boon Lay Grove BTO)

Reason is that i'm a part time worker..not really continously working 1 year.
(Maybe 1 year work 8 months that type)
Would it pose any problem as i'm the main applicant?
*Wife to be have been working continously for more then 1 year.

I go HDB website clickk here click there, dunno where to get the infos.

Thanks."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,loveholic,https://forums.hardwarezone.com.sg/members/loveholic.300962/,Senior Member,"May 11, 2010","bo liao said:
Hi, wan to ask ask..

i see post #36 dated 06-07-2009 regarding the working continously for 1 year.

Is it say a must to work 1 year then can order BTO flats?
(I got apply the Boon Lay Grove BTO)

Reason is that i'm a part time worker..not really continously working 1 year.
(Maybe 1 year work 8 months that type)
Would it pose any problem as i'm the main applicant?
*Wife to be have been working continously for more then 1 year.

I go HDB website clickk here click there, dunno where to get the infos.

Thanks.
Click to expand...

there isn't any rule stated that you have to work continuously 1 year in order to apply for a BTO flat.
The only thing that affects is that if you are elligible for AHG, u have to produce your past 1 year CPF statements. Part-time employment is put into consideration as well.
For my case, bf and i working continuously for 2 years. he full time i part time. we still got the flat and grant though"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,blue_thunder,https://forums.hardwarezone.com.sg/members/blue_thunder.404085/,Junior Member,"May 11, 2010","khimwoon said:
hi need to check... if i and my gf getting married in sep 2010... and we are looking at resale flat now and we recently found a nice unit that we wanted... will we still be eligible for the 40k grant (cos staying near to parents) as technically we only will have our rom cert in sep 2010... as i saw in hdb site stating we must have the rom cert when signing the final sale and considering from finding a unit to signing the final sale usually take abt 2 to 3 months...


Your first appointment alone can take up to 3 months. It depends on both you and seller. So I think sep should be pretty safe. For the grant i think it also depends on other factors like your income etc. You may want to check further in hdb website."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,bo liao,https://forums.hardwarezone.com.sg/members/bo-liao.423999/,Member,"May 12, 2010","loveholic said:
The only thing that affects is that if you are elligible for AHG, u have to produce your past 1 year CPF statements.

Thx for the reply..

Normal is $30k grant..So is just the case of the extra $10k issue right?
Other then this no more liao hor?

Thanks again."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,egocow,https://forums.hardwarezone.com.sg/members/egocow.407157/,Junior Member,"May 13, 2010","Just to check, for first timer with household income more than $8k, you are not given anything at all right?

No New house
No HDB loan
No grant"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,yukita,https://forums.hardwarezone.com.sg/members/yukita.5568/,Supremacy Member,"May 16, 2010","vinz said:
JUST UPDATED WITH THE NEW HDB URL LINKS:

Please note that there are basically 3 things which you have to take note if you are getting a brand new flat or a resale flat.

1) HDB loan - Can be use for Brand new and Resale flat (if buyer is eligible) , the most important criteria is that combined monthly income must not be more than $8k

Please click :



2) - (Brand new flat buyers can stop enquiring about this). The most important criteria is that combined monthly income must not be more than $8k.

The so called ""cheaper prices than market resale flats"" is the subsidy which HDB is giving to all brand new flat buyer..

Please click :



3) - (if buyer is eligible) , the most important criteria is that combined monthly income must not be more than $5k for the past 1yr.

Please click :






1) Buy brand new, get HDB loan, (if income more than 5k, but less than 8k) (5yrs MOP)

2) Buy brand new, get HDB loan, get AHG (if income less than 5k) (5yrs MOP)

3) Buy resale flat, get HDB loan, get 1st timer grant (if income more than 5k, but less than 8k) (5yrs MOP)

4) Buy resale flat, get HDB loan, get 1st timer grant, get AHG (if income less than 5k) (5yrs MOP)

5) Buy resale flat, get HDB loan , never apply for 1st timer grant, never apply for AHG (3yrs MOP)

6) Buy resale flat, get bank loan, no 1st timer grant, no AHG (Income above 8k, or PR) (3yr MOP)



Pls click :

Pls click :



vinz
Click to expand...
above information must be added at 1st post so it will be effective info for all...."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,iridiot,https://forums.hardwarezone.com.sg/members/iridiot.107800/,Arch-Supremacy Member,"Apr 20, 2009","yeowenzheng said:
if you are eligible for 300k loan, and you can get 50k grant, meaning you can afford to buy a 350k flat, should be no.2 of your ans

the CPF housing grant could be use for the initial 10% payment and if there's left over it will be used to deduct the remaining value of the flat, the grant cannot be use for the amount of cash-over-valuation, that COV must use cash...so if you can better buy resale flat at its valuation price

if the grant is not enuff for the initial payment you can use you CPF to top up the rest, if cpf also not enuff den you can use cash.

anyway the grant will be utilized fully for the initial payment or deducting the remaining value of the flat after the 10% initial payment, by right you should not have any grant leftover

Click to expand...

just a little comment , do dump your cash into your flat only if you have no other investment vehicles available.

e.g. , if you have something that can get you 4 % interest per annum , that financial instrument would benefit you more ( 4 % per annum earned from it instead of saving interest of 2.5 % per annum or whatever is the cpf loan rate + 0.1 % )

if you have no interest or time to invest in anything else , then dump it all except for some backup savings to finish servicing your loan as a penny saved is a penny earned"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,yeowenzheng,https://forums.hardwarezone.com.sg/members/yeowenzheng.261813/,Senior Member,"Apr 20, 2009","iridiot said:
just a little comment , do dump your cash into your flat only if you have no other investment vehicles available.

e.g. , if you have something that can get you 4 % interest per annum , that financial instrument would benefit you more ( 4 % per annum earned from it instead of saving interest of 2.5 % per annum or whatever is the cpf loan rate + 0.1 % )

if you have no interest or time to invest in anything else , then dump it all except for some backup savings to finish servicing your loan as a penny saved is a penny earned

yeah that seems to be the more appropriate way to spend your cash"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,Changjiang7,https://forums.hardwarezone.com.sg/members/changjiang7.346452/,Junior Member,"May 19, 2009","i am a bit confused.

If i am a first timer and choose a flat near parents.
does it mean i will have 70k (40+30) grant or only 40k grant?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,alamak,https://forums.hardwarezone.com.sg/members/alamak.7363/,Supremacy Member,"May 21, 2009","Changjiang7 said:
i am a bit confused.

If i am a first timer and choose a flat near parents.
does it mean i will have 70k (40+30) grant or only 40k grant?
only have40k"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,ahkiam82,https://forums.hardwarezone.com.sg/members/ahkiam82.372399/,Junior Member,"May 21, 2009","Changjiang7 said:
i am a bit confused.

If i am a first timer and choose a flat near parents.
does it mean i will have 70k (40+30) grant or only 40k grant?

1st timer = 40k
Near parents = 10k"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,vinz,https://forums.hardwarezone.com.sg/members/vinz.18872/,Master Member,"May 21, 2009","ahkiam82 said:
1st timer = 40k
Near parents = 10k
Wrong.

a) 1st timer = 30k
b) 1st timer near parents = 40k (30k 1st timer + 10k near parents)

Its either you take (a) or (b).
Not both.

If taking (b), please note the parents cant and cannot sell their existing flat and buy another flat in another estate for next 5yrs.

They can sell and buy another flat in same estate.
or
They can sell and dont buy. (move in with children)"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,ahkiam82,https://forums.hardwarezone.com.sg/members/ahkiam82.372399/,Junior Member,"May 22, 2009","The Additional CPF Housing Grant (AHG) Scheme introduced in March 2006 is meant to help citizen families with a steady household income to buy their first subsidised HDB flat. The AHG can be used for the purchase of new, resale and DBSS flats. It is an additional subsidy over and above the regular market subsidy and CPF Housing Grant that new and resale flat buyers enjoy respectively. The scheme was enhanced in August 2007, with the income ceiling and the grant amount raised - to help more households own their first flat.

On 6 February 2009, the AHG Scheme was further enhanced, to make owning an HDB home easier for more citizen households - especially the lower-income families.


The enhancements are as follows:
• Maximum AHG amount is increased from $30,000 to $40,000• Income ceiling is raised from $4,000 to $5,000
• Continuous working period preceding the flat application is reduced from two years to one year"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,yellowpenred,https://forums.hardwarezone.com.sg/members/yellowpenred.372764/,Banned,"May 22, 2009","Isn't AHG and 1st timer grant a totally different issue?

People ask about 1st timer grant (whether 30k + 40k) , u talk about AHG (40k).

Cow head doesn't match Horse mouth."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,ahkiam82,https://forums.hardwarezone.com.sg/members/ahkiam82.372399/,Junior Member,"May 22, 2009","If i dont know , u know huh ....... busybody ......."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,yellowpenred,https://forums.hardwarezone.com.sg/members/yellowpenred.372764/,Banned,"May 22, 2009","If you don't know , then don't go and copy and paste one whole piece of information and dump in for everyone to see, as if that prove you are correct, but in the end it just prove you are wrong."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,ahkiam82,https://forums.hardwarezone.com.sg/members/ahkiam82.372399/,Junior Member,"May 22, 2009",WTH ...............
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,sunsetbay,https://forums.hardwarezone.com.sg/members/sunsetbay.13700/,Moderator,"May 23, 2009","yellowpenred said:
Isn't AHG and 1st timer grant a totally different issue?

People ask about 1st timer grant (whether 30k + 40k) , u talk about AHG (40k).

Cow head doesn't match Horse mouth.


both ""1st timer"" grant & AHG are cpf grants. a resale flat buyer that eligible for AHG, would had applied ""1st timer"" grant before thinking of applying AHG. it shouldn't be treated as a different issue.

chill-out bro~"
